image_name,comment_number,comment-fa,comment,
2389237751,0,مرد بدون لباسی که حوله ای آبی رنگ بر سر دارد جلوی آینه میتراشد,Shirtless man wearing a blue towel on his head is shaving in front of a mirror,
2389237751,1,یک مرد بدون لباس که حوله ای آبی روی سر دارد دارد ریش خود را میتراشد,A shirtless man with a blue towel on his head is shaving his beard,
2389237751,2,مردی که حوله آبی به دور موهایش است دارد ریش خود را میتراشد,Man with a blue towel around his hair is shaving his beard,
2389237751,3,مردی درحالی که تراشیدن گردن خود را جلوی آینه ایستاده است,A man standing in front of a mirror while shaving his neck,
2389237751,4,مردی که حوله ای روی سر دارد میتراشد,A man with a towel on his head is shaving,
2389238787,0,مردی با کت آبی و کلاه سیاه از ابزاری در یک مغازه فضای باز نجاری استفاده میکند,A man in a blue jacket and black hat uses a tool in a woodworking outdoor shop,
2389238787,1,پیرمردی با کت آبی و کلاه سیاه به دنبال یک ابزار برقی است,An older man with a blue coat and black hat is looking over a power tool,
2389238787,2,یک پیرمرد سعی میکند بفهمد چرخ خیاطی چیست,An older man is trying to figure out what a sewing machine is,
2389238787,3,مردی با کت آبی و کلاه قهوه ای از ابزاری برای بریدن چوب استفاده میکند,A man in a blue jacket and brown hat uses a tool to cut wood,
2389238787,4,پیرمردی با کت آبی رنگ که اره کار میکند,An older man in a blue jacket working a saw,
2389278652,0,افرادی که کلاه میپوشند به چیزی نگاه میکنند زیرا مردی دوربین سیاه خود را پشت سر خود نگه داشته است, People wearing hats are looking at something as a man holds a black camera behind them,
2389278652,1,چهار نفر با کلاه برای تماشای یک رویداد ایستاده اند دو نفر از آن ها با دوربین, Four people in hats stand to watch an event two of them with cameras,
2389278652,2,مردم ایستاده اند و چیزی را تماشا میکنند و عکس میگیرند,People are standing watching something and taking pictures,
2389278652,3,افرادی با کلاه خنده دار که از چیزی عکس میگیرند,People with funny hats taking pictures of something,
2389278652,4,افراد با دوربین خود بیرون ایستاده اند,Individuals are standing outside with their cameras,
238964239,0,گروهی از مردم قفقاز در حیاطی نشسته اند که میز آن ها چند کارت در بالای آن قرار دارد,A group of Caucasian people are sitting in a yard with a table that has some cards set up on top of it,
238964239,1,شخصی درحال خواندن کارتهای تاروت است درحالی که چهار جوان دیگر در اطراف آن ها نشسته اند,A person is reading tarot cards while four other young people sit around them,
238964239,2,پنج نفر بیرون کارتهای بازی با یکدیگر نشسته اند,Five people are sitting outside playing cards with each other,
238964239,3,پنج نفر درحالی که کارت بازی میکنند دور یک میز کوچک نشسته اند,Five people sitting around a small table while playing cards,
238964239,4,گروهی از افراد در یک دایره,group of people in a circle,
238967220,0,دختر جوانی که شلوار جین و لباس سفید بر تن دارد روی چمن ها ایستاده و قاصدک هایی را در دست دارد,A young girl wearing jeans and a white shirt is standing on grass holding dandelions in her hands,
238967220,1,دختری کوچک با موهای تیره که روی چمن ایستاده و قاصدک ها را جمع میکند,A small girl with dark hair standing on a lawn collecting dandelions,
238967220,2,دختر جوانی که در یک روز زیبا گلابی میچیند,Young girl picking buttercups on a pretty day,
238967220,3,یک دختر کوچک با گل بازی میکند,A little girl playing with flowers,
238967220,4,دختر کوچکی که گل در دست دارد,Little girl holding flowers,
2390134107,0,چندین مرد با لباس های زرد مطابق با نوعی قاب ایستاده اند,Several men in matching yellow shirts are standing by some sort of frame,
2390134107,1,سه مرد با لباس زرد بالای یک وسیله نقلیه سوار شده اند,Three men in yellow shirts are riding on top of a vehicle,
2390134107,2,سه مرد با لباس زرد پشت نرده سفید ایستاده اند,Three men in yellow shirts stand behind a white railing,
2390134107,3,سه مرد با لباس زرد در بیرون رستوران کار میکنند,Three men in yellow shirts work outside a restaurant,
2390134107,4,سه پسر با لباس زرد کار میکنند,Three guys working in yellow shirts,
2390286467,0,زن و مرد دانشگاهی درحالی که یکی از مردان ایستاده و درحال توضیح دادن چیزی است در جلسه ای با یک معلم در یک جلسه نشسته اند,college men and woman sitting at a meeting in a room with a teacher while one of the men is standing and explaining something,
2390286467,1,یک مرد قد بلند با ژاکت سبز مانند این که کتابی را در اتاق سه نفره در دست داشته باشد دستانش را از بلندی سینه بیرون آورده است,A tall man in a green sweater is holding his hands out at chest height like he is holding a book in a room of 3 people,
2390286467,2,سه نفر نشسته و یک مرد ایستاده و حرکات دست دارند,Three people sitting and one male standing making hand gestures,
2390286467,3,به نظر میرسد که یک گروه چهار نفره مشغول بازی های شکار هستند,a group of 4 people appear to be playing charades,
2390286467,4,یک مرد در یک بازی کاردستی یک سرنخ را بازی میکند,A man acts out a clue in a game of charades,
2390369143,0,سه سگ تازی که گوشه یک مسابقه اتومبیلرانی را سوراخ میکنند,Three greyhound dogs wearing muzzles round the corner of a racetrack,
2390369143,1,سگهای مسابقه تازی درحال دویدن در اطراف یک پیچ در مسیر هستند,The greyhound racing dogs are running around a bend in the track,
2390369143,2,سه تازی در گوشه یک پیست مسابقه میدهند,Three greyhounds racing around the corner of a track,
2390369143,3,سه سگ در اطراف یک پیست گل آلود مسابقه میدهند,There are three dogs racing around a muddy track,
2390369143,4,سه سگ در یک مسابقه سگ چرخش میکنند,Three dogs are making a turn in a dog race,
2390383101,0,یک فرد پابرهنه با لباس زرد شلوار آبی و کلاه برنزه کف چهارخانه را جارو میکند, A barefoot person in a yellow shirt blue pants and tan hat sweeps a checkered floor,
2390383101,1,مردی روی زمین زیر زمینی که برای افراد خیلی کوتاه ساخته شده خم میشود,A man bent over sweeping in basement that is made for very short people,
2390383101,2,یک مرد درحال شطرنجی کردن و کف چهارخانه سیاه و سفید است,A man is mopping and black and white checkered floor,
2390383101,3,زنی روی کف کاشی ایستاده و جارو میکشد,A woman is standing on a tile floor and sweeping,
2390383101,4,مردی با لباس زرد و شلوار آبی,A man with a yellow shirt and blue pants,
2390400553,0,مردی که لباس کلاه آبی پوشیده است درحالی که در کنار یک ساختمان سفید است از یک قرقره پنجره در هوا آویزان است,A man wearing a blue hooded sweatshirt hangs from a window pulley up in the air while next to a white building,
2390400553,1,لباسشویی پنجره ای که لباس های سفید رنگ به تن دارد در بالای پنجره های شستشوی هوا معلق است,A window washer dressed in blue overalls is suspended high in the air washing windows,
2390400553,2,مردی که روی داربست آویزان از طناب است به طاقچه یا پنجره دراز میکند,A man on a scaffold hanging by a rope reaches out to a ledge or window,
2390400553,3,یک واشر پنجره که لباس سیاه پوشیده است در بیرون از یک ساختمان آویزان است,A window washer dressed in black hangs outside of a building,
2390400553,4,مردی روی قرقره مقابل ساختمان پایین میآید,A man is lowered on a pulley in front of a building,
239051548,0,مردم در رستورانی با سقف های بلند و پنجره های بزرگ مینشینند و شراب های مختلف مینوشند و معاشرت میکنند,People sit in a restaurant with tall ceilings and large windows drinking various wines and socializing,
239051548,1,مردی که لباس مشکی به تن دارد و صورتش را تا آرنج بالا آورده است پشت میز نشسته است, A man wearing a black shirt with his face propped up by his elbow is sitting at a table,
239051548,2,یک رستوران شلوغ و پر از صحبت بسیاری از افراد,A busy restaurant filled with many people talking,
239051548,3,افرادی که در یک رستوران شلوغ مشغول گفتگو هستند,People conversing in a busy restaurant,
239051548,4,مردی در شام با دوستان است,A man is at a dinner with friends,
2390551509,0,مردی که روی چارپایه زیر چتر آبی و سفید نشسته است با دست آزاد خود چیزی را نشان میدهد,A man sitting on a stool under a blue and white umbrella indicates something with his free hand,
2390551509,1,یک مرد آسیایی با لباس بژ در خیابان به شخص دیگری راهنمایی میکند,An Asian man in a beige shirt is giving directions to another person on the street,
2390551509,2,مردی با لباس سفید دست خود را زیر چتر سفید و آبی تکان میدهد,A man in a white shirt waves his hand under a white and blue umbrella,
2390551509,3,یک مرد محلی که روی چهارپایه نشسته است به یک گردشگر راهنمایی میکند,A local man sitting on a stool gives directions to a tourist,
2390551509,4,گردشگری از محلی برای راهنمایی هتل خود درخواست میکند,A tourist asking a local for directions to their hotel,
2390778197,0,زنی با کاپشن کنار نرده ایستاده و کفش اسب بازی میکند,A woman in a jacket is standing next to a fence playing horse shoes,
2390778197,1,یک خانم یونگ با کلاه خاکستری در یک روز برفی کنار حصار قهوه ای است,A Yong lady in a gray hoodie is by a brown fence on a snowy day,
2390778197,2,زنی که بیرون ایستاده و نعل اسب را در هر دست دارد,Woman standing outside holding a horseshoe in each hand,
2390778197,3,زنی بور که در برف نعل اسب بازی میکند,A blond woman playing horseshoes in the snow,
2390778197,4,زنی بیرون نعل اسبی میاندازد,A woman outside throws a horseshoe,
2391015435,0,یک زن مسن و شرقی با عصا روی یک تیر سنگی مقابل یک ساختمان سنگی نشسته است,An elderly oriental woman with a cane sits on a stone post in front of a stone building,
2391015435,1,زن مسنی موی خاکستری که ژاکت پوشیده است بیرون با عصا در دامان خود نشسته است,An elderly gray-haired woman wearing a sweater sits outside with a cane in her lap,
2391015435,2,پیرزنی با عصا روی ستون سنگی مقابل یک بنای عظیم سنگی نشسته است,An old woman with a cane sits on a stone pillar in front of a huge stone monument,
2391015435,3,زنی به رنگ آبی با عصا که روی بشکه نشسته است,A woman in blue with a cane sitting on a barrel,
2391015435,4,پیرزنی چینی با عصا نشسته است,An old Chinese woman is sitting with her cane,
2391035976,0,یک زن قفقازی با تی شرت نارنجی تیره درحالی که کودک خردسال نگاهش میکند روی چرخ میچرخد,A caucasian woman in a dark orange t-shirt is spinning clay on a wheel while a young child looks on,
2391035976,1,یک زن با لباس قرمز و پیش بند سفید درحالی که دختری جوان تماشا میکند با خاک رس کار میکند,A woman in a red shirt and a white apron works with clay while a young girl watches,
2391035976,2,یک زن و یک کودک خردسال از خاک رس مجسمه سازی میکنند,A woman and a young child are making sculptures out of clay,
2391035976,3,یک زن مسن با لباس قرمز که گلدان های سفالی مجسمه سازی میکند,An older woman in a red shirt forming sculpting clay pots,
2391035976,4,زنی با لباس قرمز گلدان هایی را روی چرخ درست میکند,A woman in a red shirt makes pots on a wheel,
2391048897,0,دو پسر و دو دختر از دوربین دور میشوند از دنباله ای در کنار تپه ای میروند که کوله پشتی و کت پوشیده است اگرچه یک دختر کوله پشتی ندارد, Two boys and two girls walk away from the camera down a trail on the side of a hill wearing backpacks and jackets though one girl does n't have a backpack on her back,
2391048897,1,چهار نفر کوله پشتی که در یک مسیر در امتداد یک مسیر کوهستانی در یک صف قدم میزنند,Four people wearing backpacks walking in a line along a mountain trail,
2391048897,2,گروهی از جوانان بزرگ درحال کوهپیمایی در دامنه کوه,A group of young adults hiking a mountainside,
2391048897,3,گروهی از مردم که در کنار تپه ای پیاده روی میکنند,a group of people hiking up the side of a hill,
2391048897,4,گروهی از کوهنوردان که در امتداد مسیر خاکی پیاده روی میکنند,A group of hikers hiking along dirt trail,
2391094555,0,مردی با چرم مشکی و کلاه گاوچران درحال دور زدن در یک جشنواره رنسانس است,A man dressed in black leather and a cowboy hat is walking around a Renaissance Festival,
2391094555,1,مردی با جلیقه سیاه بدون آستین و کلاه سیاه گاوچران درحال گفتگو با مرد دیگری است,A man with a sleeveless black vest and a black cowboy hat is talking to another man,
2391094555,2,مردی که شلوار چرمی جلیقه چرمی و کلاه گاوچران پوشیده است اینجا ایستاده است, a man wearing leather pants a leather vest and a cowboy hat is standing here,
2391094555,3,این مرد لباس سیاه پوشیده و روی بازوی چپ خود خال کوبی کرده است,The man is dressed in all black and has a tattoo on his left arm,
2391094555,4,یک زن و شوهر بیرون چادر ایستاده اند,A couple of men are standing outside a tent,
239112510,0,گروهی از دوستان که قبل از سقوط آن درحال انجام یک بازی انباشته بودند,A group of friends that were playing a stacking game before it came falling down,
239112510,1,یک بازی بلوک بین دو نفر به پایان رسیده است زیرا بلوک ها درحال سقوط هستند,A game of blocks between two people has ended because the blocks are falling,
239112510,2,مردی که روی میز آشپزخانه در اتاق ناهار خوری مشغول بازی مانند جنگا است,A man playing a game like Jenga on a kitchen table in a dining room,
239112510,3,مردی با پیراهن سبز رنگ برج جنگا را تماشا می‌کند,A man in a green shirt watches as his Jenga tower falls over,
239112510,4,مرد جوانی تماشا میکند که برج جنگا به هم میخورد,A young man watches as a Jenga tower tumbles,
2391152358,0,دختری بور با تاپ زرد و شلوار نارنجی کارائوکه میخواند,A blond girl in a yellow top and orange pants sings karaoke,
2391152358,1,دختری درحالی که مردی او را تماشا میکند با میکروفون آواز میخواند,A girl sings into a microphone while a man watches her,
2391152358,2,یک دختر جوان دم اسبی درحال خواندن با میکروفون است,A young girl in a ponytail is singing in a microphone,
2391152358,3,این زن با شلوارک میکروفون را در دست دارد,This woman in shorts is holding a microphone,
2391152358,4,زنی ایستاده و یک نوشیدنی مینوشد,A woman standing and drinking a beverage,
2391269207,0,یک سگ سفید با یک اسباب بازی زرد در دهان خود از مسیر طبیعت به سمت دوربین میرود,A white dog with a yellow toy in his mouth runs through a nature trail towards the camera,
2391269207,1,یک سگ سفید درحال دویدن در یک مسیر چمن دار است که یک جسم زرد را در دهان خود حمل میکند,a white dog is running on a grassy path carrying a yellow object in its mouth,
2391269207,2,یک سگ سفید با یقه آبی درحالی که اسباب بازی زرد رنگ را حمل میکند میدود,A white dog with a blue collar runs while carrying a yellow toy,
2391269207,3,یک سگ با یک اسباب بازی زرد بیرون میدود,A dog runs outside with a yellow toy,
2391269207,4,یک سگ سفید که اسباب بازی زرد میآورد,A white dog fetching a yellow toy,
2391442557,0,زنی که کت چرمی قهوه ای تیره عینک آفتابی چکمه های چرمی قهوه ای کیف دستی نقره ای طراح روی نیمکت پارک قرمز ماشین آتش نشسته است, Woman wearing dark brown leather jacket sunglasses brown leather boots silver designer handbag sitting on a fire engine red park bench,
2391442557,1,یک زن جوان شیک پوش که روی نیمکت نشسته است به آینه آرایش نگاه میکند,A fashionable young woman seated on a bench gazes into a makeup mirror,
2391442557,2,زنی با کت مشکی روی نیمکت پیاده رو چوبی قهوه ای نشسته است,A woman in black jacket is sitting on a maroon wooden sidewalk bench,
2391442557,3,خانمی روی نیمکت نشسته و به تلفنش نگاه میکند,A woman is sitting on a bench looking at her phone,
2391442557,4,زنی با چکمه روی نیمکت قرمز نشسته است,A woman in boots sits on a red bench,
2391509645,0,مردی که کلاهی خاکستری به سر دارد درحالی که سرش کنار سر گاو خوابیده است,A man wearing a gray hat is lying with his head next to a cow 's head,
2391509645,1,مرد خالکوبی در کنار ماسه های کنار گاو دراز کشیده است,Man with tattoo is lying down in the sand next to a cow,
2391509645,2,یک پسر بدون لباس با یک گاو در ماسه دراز میکشد,A shirtless guy lays in the sand with a cow,
2391509645,3,شخصی که کنار گاو روی زمین افتاده است,A person laying on the ground next to a cow,
2391509645,4,مردی در ماسه های کنار گاو دراز میکشد,A man lays in the sand next to a cow,
2391657339,0,شخصی درحالی که سگش در دامان او میخوابد روی پتو در خیابان مینشیند,A person sits on a blanket on the street while his dog sleeps in his lap,
2391657339,1,شخصی بر روی ماسه نشسته و یک سگ خوابیده را در آغوش گرفته است,A person sits on the gravel holding a sleeping dog,
2391657339,2,مردی با سگش در پیاده رو نشسته است,A man sitting on the sidewalk with his dog,
2391657339,3,یک فرد نشسته با سگی در دامان خود,a seated person with a dog in his lap,
2391657339,4,مردی با یک سگ کوچک خوابیده است,A man is sleeping with a small dog,
239175477,0,چند میهمان جوان آسیایی در یک عروسی ساحلی از جمله دو ساقدوش عروس با لباس های صورتی در انتظار پرتاب عروس دسته گل خود را منتظر میمانند, Several young Asian guests at a seaside wedding including two bridesmaids in pink dresses wait in anticipation as the bride tosses her bouquet,
239175477,1,هنگامی که گروهی از زنان با اقیانوس در پس زمینه تماشا میکنند یک زن با لباس عروس دسته گل را در هوا نگه میدارد,A woman in a bridal gown holds a bouquet of flowers in the air as a group of women watch with the ocean in the background,
239175477,2,صحنه ای از مهمانی عروسی درحالی که عروس دسته گل را به سمت زنان میاندازد,A wedding party scene with the bride throwing the bouquet of flowers to onlooking women,
239175477,3,یک زن تازه عروس خوشحال که توسط دوستان و خانواده احاطه شده است یک دسته گل دارد, A happy newlywed woman surrounded by friends and family has a bouquet of flowers,
239175477,4,عروسي كه آماده پرتاب دسته گل خود براي گروهي از زنان است,A bride getting ready to throw her bouquet to a group of women,
2391812384,0,کودکی که لباس بنفش و کلاهی پوشیده درحالی که مرد و پسر کوچکی در این نزدیکی راه میروند در آب پاشیده میدوند,A child dressed in purple clothing and a hat runs in splashing water while a man and a small boy walk nearby,
2391812384,1,کودکی که بنفش پوشیده درحالی که مرد قرمز پوش به او نگاه میکند از آب پاشیده عبور میکند,A child wearing purple runs through splashing water while a man in red looks on,
2391812384,2,یک مرد و دو کودک نوپا هنگام عبور از یک چشمه زینتی پاشیده میشوند,A man and two toddlers get sprinkled as they pass an ornamental fountain,
2391812384,3,یک دختر جوان پوشیده از بنفش که از آب عبور میکند,a young girl wearing purple running through water,
2391812384,4,خانواده ای که با اسپری آبنما بازی میکنند,A family playing the spray of a fountain,
2391883944,0,دو مرد در اتاقی پر از تختخوابهای ساخته نشده ایستاده اند,Two men are standing in a room full of unmade beds,
2391883944,1,دو مرد در اتاقی با چهار تختخواب مشهود هستند,Two men are in a room with four visible beds,
2391883944,2,دو مرد در اتاقی با تخت های خالی زرد,Two men in a room with yellow empty beds,
2391883944,3,دو مرد که در یک مکان خواب ایستاده اند,Two men standing in a sleeping area,
2391883944,4,دو مرد در اتاقی با تخت های زیاد,Two men in a room with many beds,
2391929964,0,مردی که لباس راه راه دارد بازوی خود را روی مردی با لباس سبز قرار میدهد همانطور که مرد لباس سبز آبجو را بالا میکشد, A man wearing a striped shirt is putting his arm over a man in a green shirt as the man in the green shirt holds up a beer,
2391929964,1,دو مرد درحالی که به دوربین داخل یک رستوران لبخند میزنند یکی آبجو را بلند کرده است, Two men smiling at the camera inside a restaurant one is holding up a beer,
2391929964,2,دو نفر در یک بار نشسته اند درحالی که یکی بطری آبجو را در دست دارد,Two guys are sitting in a bar while one holds a beer bottle,
2391929964,3,دو مرد در بار یک رستوران آبجو مینوشند,Two men drink beer at the bar in a restaurant,
2391929964,4,دو مرد با آبجو در یک بار نشسته اند,Two men sit at a bar with Shiner Bock beer,
2392144860,0,سه زن درحالی که سفید پوشیده اند با میکروسکوپ کار میکنند,Three women are working with microscopes while wearing white,
2392144860,1,سه زن سفیدپوش با لباس های سفید از میکروسکوپ استفاده میکنند,Three white women in white shirts are using microscopes,
2392144860,2,سه زن بور به دنبال میکروسکوپ هستند,Three blond women are looking in microscopes,
2392144860,3,چهار دختر زیر میکروسکوپ به اجسام نگاه میکنند,Four girls look at objects under a microscope,
2392144860,4,دخترانی که همسالان سفید خود را در تلسکوپ ها میپوشند,Girls wearing white peer into telescopes,
23922298,0,مردی که لباسی خاکستری به تن دارد درحال صحبت است و زنی که تاپ مخزن قرمز بر تن دارد و مردی که لباس سبز رنگی به او گوش میدهد,A man wearing a gray shirt is talking and a woman wearing a red tank top and a man wearing a green shirt is listening to him,
23922298,1,یک زن مو قرمز در جلوی حصار حلقه زنجیر نشسته است و دو مرد در دو طرف خود دارد,A redheaded woman is sitting in front of a chain link fence and has two men on either side of her,
23922298,2,یک پسر درحالی که یک بطری را در دست داشت صحبت میکند و دو نفر نزدیک او به او گوش میدهند,A guy is talking while holding a bottle and the two people near him are listening,
23922298,3,مردم نشسته اند و در سایه صحبت میکنند,People are sitting down and talking in the shade,
23922298,4,افرادی که بیرون از منزل آبجو مینوشند,People talking outside drinking beer,
2392281446,0,یک دختر و پسر یک ژاکت آبی پوشیده و درحال مبارزه با گلوله برفی خود هستند,A boy and a girl wearing a blue jacket are having their own snowball fight,
2392281446,1,زنی با کت آبی گلوله برفی را به سمت مردی با کت سفید پرتاب میکند,A woman in a blue jacket throws a snowball at a man in a white jacket,
2392281446,2,دختر و پسر نوجوانی که در برف بازی میکنند,A teen boy and girl playing in the snow,
2392281446,3,یک زوج جوان از یک مبارزه گلوله برفی لذت میبرند,A young couple enjoys a snowball fight,
2392281446,4,دو مرد درحال مبارزه با گلوله برفی,Two men having a snowball fight,
2392460773,0,پسری با دهان باز روی پله هایی که به پایین آب منتهی میشود ایستاده است,A boy is standing open mouthed on the steps that lead down to the water,
2392460773,1,کودکی با کنار دوربین کنار آب درحال عکس گرفتن با یک دوربین خنده دار است,A child is posing with a funny by for the camera by the water,
2392460773,2,پسر جوانی در چند پله مقابل اقیانوس ایستاده است,A young boy is standing on some steps in front of the ocean,
2392460773,3,پسری که  آه!  روبروی خلیج , A boy making an  oh !  face in front of a bay,
2392460773,4,بچه ای که جلوی آب صورت خنده داری میگیرد,A kid making a funny face in front of the water,
23925202,0,مردی با خنده درحالی که مردی با لباس مشکی کنار او درحال پر کردن صورت است روی صندلی اردوگاه نشسته است, A laughing man is sitting in a camp chair with his arms outstretched while a man in a black shirt next to him is stuffing his face,
23925202,1,مردی درحالی که همه روی صندلی های کمپ نشسته اند با شوخی و غذا خوردن با دوستانش شوخی میکنند,A man jokes with his friends as they all sit in camping chairs joking and eating,
23925202,2,مردی با لباس مشکی و شلوار کهکی دستهایش را مستقیم در هوا نگه داشته است,A man in a black shirt and kahki pants holding his arms straight in the air,
23925202,3,مردی با لباس خاکستری و شلوار خاکی روی صندلی کمپینگ نشسته است,A man in a gray shirt and khaki pants sits on a camping chair,
23925202,4,مردی روی صندلی نشسته و دستانش را بالای بغل گرفته است,A man is sitting on a chair with his hands above his lap,
2392625002,0,سگی که شنل به تن دارد درحال عبور از میان برف است,A dog wearing a cape is running through the snow,
2392625002,1,سگ درحالی که برف در یک پوشش سبز درحال دویدن است,Dog running though the snow in a green cover,
2392625002,2,سگی که کت پوشیده در زمینی برفی میدود,Dog wearing a coat running in a snowy field,
2392625002,3,سگی که پوششی دارد در برف میدود,A dog wearing a cover runs in the snow,
2392625002,4,سگی با ژاکت درحال عبور از میان برف,Dog in jacket running through snow,
239274377,0,دختری با لباس سفید و دم اسبی با کیف دستی روی شانه اش ایستاده است,A girl in a white shirt with a ponytail stands with her purse on her shoulder,
239274377,1,زن جوانی که در سایه و جلوی منطقه محصور شده راه میرود,A young woman walking along in the shadows in front of a fenced area,
239274377,2,زنی با لباس سفید و دم اسبی از آنجا میگذرد,A woman with a white shirt and ponytail walks by,
239274377,3,زنان با لباس سفید در مکانی سایه دار قدم میزنند,Women in white shirt walking in a shadowy place,
239274377,4,زن جوانی جلوی دیوار سفید ایستاده است,A young woman stands in front of a white wall,
2392760448,0,مردی گاری آبی را از جاده خاکی عبور میدهد,A man is pushing a blue cart through a dirt road,
2392760448,1,فروشنده ای با گاری خود در جاده ای خاکی سفر میکند,A vendor travels with his cart down a dirt road,
2392760448,2,مردی گاری آبی را در جاده ای خاکی هل میدهد,A man pushes a blue cart on a dirt road,
2392760448,3,مردی که یک گاری را در جاده ای خاکی هل میدهد,A man pushing a cart on a dirt road,
2392760448,4,مردی درحال هل دادن یک گاری دو چرخ است,A man is pushing a two wheel cart,
2392763642,0,دو زن با پوشش سفید آزمایشگاهی با استفاده از پروژکتور منطقه ای را که رنگ شده روی یک خوشه سلول بررسی میکنند,Two women in white lab coats examine a dyed area on a cluster of cells using a projector,
2392763642,1,دو زن با پوشش سفید درحال بررسی تصویر روی پروژکتور هستند,Two women in white coats are examining an image on a projector,
2392763642,2,دو زن با کت آزمایشگاهی که به تصویری که روی دیوار قرار گرفته است نگاه میکنند,two women in lab coats looking on a image projected on the wall,
2392763642,3,زنان با کتهای آزمایشگاهی سفید که به طرح اسلاید نگاه میکنند,2 women in white lab coats looking at slide projection,
2392763642,4,دو زن درحال مشاهده صفحه پروژکتور هستند,Two women are viewing a projector screen,
239279280,0,ماده ای با لباس صورتی و شلوار مشکی و رنگی مهیج به نظر میرسد,A female in a pink shirt and black pants in a harness looks thrilled,
239279280,1,یک زن بور با یقه لاک پشت صورتی با طناب بانجی زرد میپرد,A Blond woman in a pink turtleneck jumps with yellow bungee cords,
239279280,2,زن جوانی با لباس صورتی که بندهای بانجی به آن متصل شده است,A young woman in a pink shirt with bungee cords attached to her,
239279280,3,زنی بانجی جامپینگ با لباس صورتی و شلوار مشکی است,A woman is bungee jumping in a pink shirt and black pants,
239279280,4,بانجی بانکی که در هوا میپرد,Woman bungee jumping in the air,
2392928516,0,زنی که پالتوی برنزه و چکمه های مشکی بر تن دارد درحالی که کیسه ای سفید بر روی شانه راست خود حمل میکند در خیابان قدم میزند,A woman wearing a tan overcoat and black boots is walking down the street while carrying a white bag over her right shoulder,
2392928516,1,زنی با لباس خردلی با کیف پول سفید در خیابان جلوی یک ساختمان آجری قدم میزند,A woman in a mustard dress with a white purse is walking down the street in front of a brick building,
2392928516,2,بانوی زرد گوشه عطف پیاده رو,Lady in yellow turning corner of a sidewalk,
2392928516,3,زنی که با کیف سفید در خیابان قدم میزند,A woman walking on street with white purse,
2392928516,4,زنی درحال پیاده روی در پیاده رو است,A woman walking down a sidewalk,
2393059551,0,مردی در داخل ساختمان درحال ساخت ایستاده است که پر از آجر و ابزارهای مختلف است,A man is standing inside a building under construction filled with bricks and various tools,
2393059551,1,دو نفر در داخل خانه کار میکنند,Two people work construction on the inside of a house,
2393059551,2,مردی که در داخل یک اتاق درحال ساخت ایستاده است,Man standing inside a room under construction,
2393059551,3,یک خانه در وسط ساخت است,A house is in the middle of construction,
2393059551,4,ساخت و ساز در داخل خانه,Construction on the inside of a house,
239316347,0,یک زن مسن و یک پسر جوان که چیزی میخورند رو به روی هم نشسته اند, An older woman and a young boy who is eating something sit facing away from each other,
239316347,1,زنی با روسری سفید روی سرش نزدیک پسری نشسته است که لباس آبی به تن دارد,A woman with a white scarf on her head is sitting near a boy wearing a blue shirt,
239316347,2,بانوی شال با تأمل نگاه میکند زیرا پسر جوان غذا را در سمت چپ خود میخورد, Lady with shawl looks off pensively as young boy eats food to her left,
239316347,3,زنی نزدیک پسری که غذا میخورد نشسته است,A woman is sitting near a boy that is eating,
239316347,4,پسر و زن بزرگتر کنار هم نشسته اند,Boy and older woman sitting together,
2393196444,0,دختری با دستمال و عینک آفتابی درحالی که مشغول کار صنایع دستی است با دوست خود در پس زمینه لبخند میزند,A girl with a toboggan and sunglasses smiles with her friend in the background as they do crafts,
2393196444,1,پسری که لباس و کلاه قهوه ای به سر دارد روی جعبه ای کنار دختری جلوی مغازه نشسته است,A boy wearing a brown shirt and hat sits on a box next to a girl in front of a store,
2393196444,2,دو خانم جوان با لبخندهای بزرگ روی صندوقچه ها نشسته اند,Ther are two young ladies sitting on crates with big smiles,
2393196444,3,دو دختر نشسته به سمت دوربین لبخند میزنند,The two seated girls smile towards the camera,
2393196444,4,برخی از نوجوانان از روی میز بیرون لبخند میزنند,Some teenagers smile from an outdoor table,
2393264648,0,یک زن درحالی که دختری در پیش زمینه ایستاده است در ساحل لبه آب عکس میگیرد,A woman is taking a photograph on a beach at the edge of the water while a girl stands in the foreground,
2393264648,1,یک مرد و یک دختر در خط ساحلی هستند درحالی که مرد عکس میگیرد و دختر یک عروسک را تکان میدهد,A man and a girl are at the shoreline while the man takes a picture and the girl hods a doll,
2393264648,2,زنی که از موج سواری عکس میگیرد و یک کودک در پیش زمینه,A woman taking pictures of the surf and a child in the foreground,
2393264648,3,یک دختر کوچک با رنگ قرمز در ساحل درحالی که یک بزرگسال دوربین را نشان میدهد,A little girl in red at the beach while a adult points a camera,
2393264648,4,کودکی در ساحل درحالی که یک زن در همان حوالی عکس میگیرد,A child on the beach while a woman takes pictures nearby,
2393298349,0,دو کودک در یک زمین چمن دار با یک توپ فوتبال بازی میکنند که حاوی یک بز سفید و یک سگ سیاه کوچک است,Two children are playing with a soccer ball in a grassy field also containing a white goat and a small black dog,
2393298349,1,دو بچه یک توپ فوتبال یک سگ و یک بز در یک زمین بیرون وجود دارد, There are two kids a soccer ball a dog and a goat outside in a field,
2393298349,2,دو کودک در نزدیکی یک سگ سیاه و یک بز سفید فوتبال بازی میکنند,Two children are playing soccer near to a black dog and a white goat,
